Using a 4-gram for the Lunyu:
Xi quoted 62 verses a total of 151 times.
Han quoted 86 verses a total of 145 times.
Tang quoted 147 verses a total of 404 times.

Verse		Total	Xi	Han	Tang
tang: {'征越巂诏': ['李隆基（元宗皇帝一）', '好谋而成'], '命崔琳使吐蕃诏': ['李隆基（元宗皇帝一）', '好谋而成'], '授范希朝京西行营节度使制': ['李适（德宗皇帝一）', '好谋而成'], '授范希朝神策军节度使制': ['', '好谋而成']}

Verse 7.15 (index 164)
冉有曰夫子为卫君乎子贡曰诺吾将问之入曰伯夷叔齐何人也曰古之贤人也曰怨乎曰求仁而得仁又何怨出曰夫子不为也
xi: {}
han: {'以范升奏示公卿诏': ['光武帝(一) r. 25-57', '伯夷叔齐']}
tang: {}

Verse 7.16 (index 165)
子曰饭疏食饮水曲肱而枕之乐亦在其中矣不义而富且贵于我如浮云
xi: {'25242090': ['外交', '不义而富']}
han: {'赐东平王太后玺书': ['元帝', '在其中矣'], '使诸儒共正经义诏(四年十一月壬戌)': ['章帝(一) r. 75-88', '在其中矣']}
tang: {'禁侵射入官店宅庄园敕': ['李亶（后唐明宗一）', '不义而富']}

Verse 7.22 (index 171)
子曰三人行必有我师焉择其善者而从之其不善者而改之
xi: {'25690823': ['外交', '三人行必']}
han: {}
tang: {'受尊号赦文': ['李湛（敬宗皇帝）', '择其善者']}

Verse 7.25 (index 174)
子以四教文行忠信
xi: {}
han: {}
tang: {'增修学馆制': ['李豫（代宗皇帝一）', '文行忠信'], '赠杨绾司徒诏': ['李豫（代宗皇帝一）', '文行忠信']}

Verse 7.27 (index 176)
子钓而不纲弋不射宿
xi: {'28337020': ['政治', '子钓而不']}
han: {}
tang: {}

Verse 7.28 (index 177)
子曰盖有不知而作之者我无是也多闻择其善者而从之多见而识之知之次也
xi: {'25690823': ['外交', '择其善者']}
han: {}
tang: {'受尊号赦文': ['李湛（敬宗皇帝）', '闻择其善']}

Verse 7.29 (index 178)
互乡难与言童子见门人惑子曰与其进也不与其退也唯何甚人洁己以进与其洁也不保其往也
xi: {}
han: {}
tang: {'授崔植平章事制': ['李恒（穆宗皇帝一）', '洁己以进']}

Verse 7.30 (index 179)
子曰仁远乎哉我欲仁斯仁至矣
xi: {}
han: {}
tang: {'遣使宣抚诸道制': ['李隆基（元宗皇帝一）', '仁远乎哉'], '赐朝集使敕': ['李隆基（元宗皇帝一）', '仁远乎哉'], '罢河中节度并耀德军敕': ['李豫（代宗皇帝一）', '仁远乎哉']}

Verse 7.31 (index 180)
陈司败问昭公知礼乎孔子曰知礼孔子退揖巫马期而进之曰吾闻君子不党君子亦党乎君取于吴为同姓谓之吴孟子君而知礼孰不知礼巫马期以告子曰丘也幸苟有过人必知之
xi: {}
han: {'报臧宫马武请来匈奴诏(二十七年)': ['光武帝(一) r. 25-57', '乎孔子曰']}
tang: {}

Verse 7.33 (index 182)
子曰文莫吾犹人也躬行君子则吾未之有得
xi: {}
han: {}
tang: {'戒县令敕': ['李隆基（元宗皇帝一）', '吾犹人也']}

Verse 7.34 (index 183)
子曰若圣与仁则吾岂敢抑为之不厌诲人不倦则可谓云尔已矣公西华曰正唯弟子不能学也
xi: {'25629946': ['文化', '不厌诲人']}
han: {}
tang: {}

Verse 7.36 (index 185)
子曰奢则不孙俭则固与其不孙也甯固
xi: {}
han: {}
tang: {'答皇太子承干诏': ['李世民（太宗皇帝一）', '奢则不孙']}

Verse 7.37 (index 186)
子曰君子坦荡荡小人长戚戚
xi: {'24973220': ['文化', '君子坦荡']}
han: {'诏骠骑将军三公(二年正月辛未)': ['明帝 r. 57-75', '君子坦荡']}
tang: {}

Verse 8.1 (index 188)
子曰太伯其可谓至德也已矣三以天下让民无得而称焉
xi: {}
han: {}
tang: {'录先朝姻旧臣僚诏': ['李世民（太宗皇帝一）', '无得而称'], '改元宏道大赦诏': ['李治（高宗皇帝一）', '无得而称'], '摄山栖霞寺明征君碑铭': ['李治（高宗皇帝一）', '无得而称'], '遗诰': ['李旦（睿宗皇帝一）', '三以天下'], '大宝积经序': ['李旦（睿宗皇帝一）', '无得而称'], '允行封禅诏': ['李隆基（元宗皇帝一）', '无得而称'], '上睿文孝武皇帝册文': ['李适（德宗皇帝一）', '无得而称'], '大周新译大方广佛华严经序': ['', '无得而称'], '请树孔子庙碑疏': ['', '无得而称'], '让位诏': ['', '以天下让']}

Verse 8.2 (index 189)
子曰恭而无礼则劳慎而无礼则葸勇而无礼则乱直而无礼则绞君子笃于亲则民兴于仁故旧不遗则民不偷
xi: {}
han: {'置宗师诏(元始五年正月)': ['元王皇后', '君子笃于']}
tang: {}

Verse 8.3 (index 190)
曾子有疾召门弟子曰启予足启予手诗云战战兢兢如临深渊如履薄冰而今而后吾知免夫小子
xi: {'20845747': ['经济', '如履薄冰'], '29738466': ['政治', '如履薄冰'], '29000964': ['政治', '战战兢兢']}
han: {'郊祠泰畤诏(元鼎五年十一月) 112 BC': ['武帝', '战战兢兢'], '策封广陵王胥(元狩六年) 117 BC': ['武帝', '战战兢兢'], '遣使循行天下诏(初元元年四月) 48 BC': ['元帝', '战战兢兢'], '遣使循行水灾诏(绥和二年秋) 7 BC': ['哀帝', '战战兢兢'], '大赦改元诏(建平二年六月) 5 BC': ['哀帝', '战战兢兢'], '诏羣臣(元始二年)': ['元王皇后', '战战兢兢'], '破翟义下诏': ['王莽', '战战兢兢'], '差録功臣诏(二年正月庚辰)': ['光武帝(一) r. 25-57', '如临深渊']}
tang: {'答魏征手诏': ['李世民（太宗皇帝一）', '战战兢兢'], '帝范序': ['李世民（太宗皇帝一）', '战战兢兢'], '求言诏': ['李豫（代宗皇帝一）', '战战兢兢'], '大历八年夏至大赦文': ['李豫（代宗皇帝一）', '战战兢兢'], '南郊赦文': ['李湛（敬宗皇帝）', '而今而后'], '放免岐延等州税钱敕': ['李亶（后唐明宗一）', '如履薄冰']}

Verse 8.4 (index 191)
曾子有疾孟敬子问之曾子言曰鸟之将死其鸣也哀人之将死其言也善君子所贵乎道者三动容貌斯远暴慢矣正颜色斯近信笑出辞气斯远鄙倍矣笾豆之事则有司存
xi: {}
han: {'玺书劳冯奉世且让之(永光二年) 42 BC': ['元帝', '则有司存']}
tang: {'放宫人诏': ['李亨（肃宗皇帝一）', '则有司存']}

Verse 8.5 (index 192)
曾子曰以能问于不能以多问于寡有若无实若处犯而不校昔者吾友尝从事于斯矣
xi: {}
han: {}
tang: {'为元元皇帝设像诏': ['李隆基（元宗皇帝一）', '尝从事于']}

Verse 8.6 (index 193)
曾子曰可以託六尺之孤可以寄百里之命临大节而不可夺也君子人与君子人也
xi: {'28798737': ['政治', '而不可夺']}
han: {'封师丹为义阳侯诏(元始五年)': ['元王皇后', '临大节而'], '卽位恩赦诏(中元二年四月丙辰)': ['明帝 r. 57-75', '临大节而'], '以东平王苍为骠骑将军诏(初卽位)': ['明帝 r. 57-75', '六尺之孤']}
tang: {'追赠颜杲卿太子太保诏': ['李亨（肃宗皇帝一）', '临大节而'], '襃赠淮宁军忠义将吏敕': ['李适（德宗皇帝一）', '临大节而']}

Verse 8.7 (index 194)
曾子曰士不可以不弘毅任重而道远仁以为己任不亦重乎死而后已不亦远乎
xi: {'20819130': ['经济', '任重而道'], '27839734': ['政治', '死而后已'], '27358938': ['政治', '士不可以'], '25507193': ['政治', '死而后已'], '20656845': ['政治', '死而后已'], '25024391': ['社会', '任重而道'], '26765899': ['外交', '任重而道'], '25523548': ['外交', '任重而道'], '21048139': ['外交', '任重而道']}
han: {}
tang: {'令西城昌隆公主入道制': ['李旦（睿宗皇帝一）', '不亦远乎'], '命征辟东宫官属制': ['李隆基（元宗皇帝一）', '不可以不'], '并州置天兵军制': ['李隆基（元宗皇帝一）', '不可以不'], '皇太子即位册文': ['', '不可以不']}

Verse 8.13 (index 200)
子曰笃信好学守死善道危邦不人乱邦不居天下有道则见无道则隐邦有道贫且贱焉耻也邦无道富且贵焉耻也
xi: {}
han: {'赠朱穆益州刺史诏(六年四月)': ['桓帝 r. 146-68', '守死善道']}
tang: {}

Verse 8.18 (index 205)
子曰巍巍乎舜禹之有天下也而不与焉
xi: {}
han: {'令王莽平决奏事诏(元始元年)': ['元王皇后', '子曰巍巍']}
tang: {'三藏圣教序': ['李显（中宗皇帝一）', '之有天下'], '大宝积经序': ['李旦（睿宗皇帝一）', '之有天下'], '册广陵郡王为皇太子文': ['', '之有天下'], '讨王承宗招谕敕': ['李纯（宪宗皇帝一）', '之有天下'], '授李固言门下侍郎平章事制': ['李昂（文宗皇帝一）', '之有天下'], '立陈王成美为皇太子制': ['李昂（文宗皇帝一）', '之有天下'], '上皇太后册文': ['李昂（文宗皇帝一）', '之有天下']}

Verse 8.19 (index 206)
子曰大哉尧之为军也巍巍乎唯天为大唯尧则之荡荡乎民无能名焉巍巍乎其有成功也焕乎其有文章
xi: {'28926864': ['政治', '有成功也'], '24799696': ['外交', '有成功也']}
han: {}
tang: {'大赦雒州制': ['李显（中宗皇帝一）', '唯天为大'], '三藏圣教序': ['李显（中宗皇帝一）', '巍巍乎其']}

Verse 8.20 (index 207)
舜有臣五人而天下治武王曰予有乱臣十人孔子曰才难不其然乎唐虞之际于斯为盛有妇人焉九人而已三分天下有其二以服事殷周之德其可谓至德也已矣
xi: {}
han: {'废少帝诏(四年夏)': ['吕后', '而天下治'], '擧隐逸大儒诏(六月)': ['和熹邓后', '于斯为盛'], '以王涣子石为郎中诏(永初二年)': ['和熹邓后', '孔子曰才']}
tang: {'徙居大安宫诰': ['李渊（高祖皇帝一）', '不其然乎'], '颁示礼乐诏': ['李世民（太宗皇帝一）', '而天下治'], '改年为载推恩制': ['李隆基（元宗皇帝一）', '唐虞之际'], '停度支盐铁奉常使敕': ['李豫（代宗皇帝一）', '唐虞之际'], '宸扆台衡二铭（并序）': ['李适（德宗皇帝一）', '唐虞之际'], '西平王李晟东渭桥纪功碑': ['李适（德宗皇帝一）', '于斯为盛'], '条流僧尼敕': ['李昂（文宗皇帝一）', '唐虞之际']}

Verse 8.21 (index 208)
子曰禹吾无间然矣菲饮食而致孝乎鬼神恶衣服而致美乎黻冕卑宫室而尽力乎沟恤禹吾无间然矣
xi: {}
han: {'减服御诏(六月己未)': ['和熹邓后', '吾无间然']}
tang: {'道德真经疏释题词': ['李隆基（元宗皇帝一）', '无间然矣'], '故金紫光禄大夫鸿胪卿越国公景龙观主赠越州都督叶尊师碑铭（并序）': ['李隆基（元宗皇帝一）', '无间然矣']}

Verse 9.5 (index 213)
子畏于匡曰文王既没文不在兹乎天之章丧斯文也后死者不得与于斯文也天之未丧斯文也匡人其如予何
xi: {}
han: {}
tang: {'令州军牒本贯放归兵募丁防诏': ['李隆基（元宗皇帝一）', '死者不得']}

Verse 9.11 (index 219)
颜渊喟然叹曰仰之弥高钻之弥坚瞻之在前忽焉在后夫子循循然善诱人搏我以文约我以礼欲罢不能既竭吾才如有所立卓尔虽欲从之末由也已
xi: {}
han: {'改行四分历诏(二年二月甲寅)': ['章帝(一) r. 75-88', '虽欲从之'], '定礼乐诏(二年十一月壬辰)': ['章帝(一) r. 75-88', '虽欲从之']}
tang: {'赠张说太师诏': ['李隆基（元宗皇帝一）', '仰之弥高'], '故金紫光禄大夫鸿胪卿越国公景龙观主赠越州都督叶尊师碑铭（并序）': ['李隆基（元宗皇帝一）', '仰之弥高']}

Verse 9.12 (index 220)
子疾病子路使门人为臣病闻曰久矣哉由之行诈也无臣而为有臣吾谁欺欺天乎且予与其死于臣之手也无甯死于二三子之手乎且予纵不得大葬予死于道路乎
xi: {}
han: {'拒羣臣请封禅诏(三十年)': ['光武帝(一) r. 25-57', '吾谁欺欺']}
tang: {}

Verse 9.15 (index 223)
子曰吾自卫反鲁然后乐正雅颂各得其所
xi: {'20083095': ['经济', '各得其所'], '28337020': ['政治', '各得其所'], '28400179': ['文化', '各得其所']}
han: {'察计簿诏(黄龙元年二月) 49 BC': ['宣帝', '各得其所'], '拜邓禹为大司徒策(元年七月辛未)': ['光武帝(一) r. 25-57', '子曰吾自']}
tang: {'祭告孔子庙文': ['李治（高宗皇帝一）', '乐正雅颂']}

Verse 9.17 (index 225)
子在川上曰逝者如斯夫不舍昼夜
xi: {}
han: {'辞封舅氏诏': ['明德马后', '不舍昼夜']}
tang: {'征契丹还大赦文': ['李重贵（晋少帝一）', '不舍昼夜']}

Verse 9.22 (index 230)
子曰苗而不秀者有矣夫秀而不实者有矣夫
xi: {}
han: {}
tang: {'赐汴王敬谥制': ['李隆基（元宗皇帝一）', '秀而不实'], '颜子赞': ['李隆基（元宗皇帝一）', '秀而不实']}

Verse 9.23 (index 231)
子曰后生可畏焉知来者之不如今也四十五十而无闻焉斯亦不足畏也已
xi: {}
han: {}
tang: {'南郊赦文': ['李儇（僖宗皇帝一）', '四十五十'], '许开坊市燃灯敕': ['朱晃（梁太祖一）', '四十五十']}

Verse 9.24 (index 232)
子曰法语之言能无从乎改之为贵巽与之言能无说乎绎之为贵说而不绎从而不改吾末如之何也已矣
xi: {}
han: {}
tang: {'赠杨绾司徒诏': ['李豫（代宗皇帝一）', '末如之何']}

Verse 9.28 (index 236)
子曰岁寒然后知松柏之后彫也
xi: {}
han: {'还傅喜诏(元始初)': ['元王皇后', '岁寒然后']}
tang: {'收复青州大赦文': ['李重贵（晋少帝一）', '知松柏之']}

Verse 10.1 (index 239)
孔子于乡党恂恂如也似不能言者其在宗庙朝廷便便然唯谨尔朝与下大夫言侃侃如也与上大夫言誾誾如也君在踧踖如也与与如也
xi: {}
han: {}
tang: {'授杨收平章事制': ['李漼（懿宗皇帝一）', '似不能言']}

Verse 11.4 (index 262)
子曰回也非助我者也于吾言无所不说
xi: {}
han: {'蝗灾罪己诏(九月)': ['和帝 r. 88-106', '非助我者']}
tang: {}

Verse 11.7 (index 265)
李康子问弟子孰为好学孔子对曰有颜回者好学不幸短命死矣今也则亡
xi: {}
han: {}
tang: {'答王缙进王维集表诏': ['李豫（代宗皇帝一）', '今也则亡']}

Verse 11.14 (index 272)
鲁人为长府闵子骞曰仍旧贯如之何何必改作子曰夫人不言言必有中
xi: {}
han: {'报许皇后': ['成帝', '鲁人为长']}
tang: {}

Verse 11.17 (index 275)
李氏富于周公而求也为之聚敛而附益之子曰非吾徒也小子鸣鼓而攻之可也
xi: {}
han: {}
tang: {'讨董昌制': ['李煜（昭宗皇帝）', '鸣鼓而攻']}

Verse 11.22 (index 280)
李子然问仲由冉求可谓大臣与子曰吾以子为异之问曾由与求之问所谓大臣者以道事君不可则止今由与求也可谓具臣矣曰然则从之者与子曰弒父与君亦不从也
xi: {}
han: {}
tang: {'赠张九龄司徒诰': ['李隆基（元宗皇帝一）', '可谓大臣'], '允梁文矩致仕敕': ['石敬瑭（晋高祖一）', '以道事君']}

Verse 11.23 (index 281)
子路使子羔为费宰子曰贼夫人之子子路曰有民人焉有社稷焉何必读书然后为学子曰是故恶夫佞者
xi: {}
han: {}
tang: {'封钱宏俶为吴越国王玉册文': ['刘承祐（汉隐帝）', '有民人焉']}

Verse 11.24 (index 282)
子路曾皙冉有公西华侍坐子曰以吾一日长乎尔毋吾以也居则曰不吾知也如或知尔则何以哉子路率尔而对曰千乘之国摄乎大国之间闲加之以师旅因之以饥馑由也为之比及三年可使有勇且知方也夫子哂之求尔何如对曰方六七十如五六十求也为之比及三年可使足民如其礼乐以俟君子赤尔何如对曰非曰能之愿学焉宗庙之事如会同端章甫愿为小相焉点尔何如鼓瑟希铿尔舍瑟而作对曰异乎三子者之撰子曰何伤乎赤各言其志也曰莫春者春服既成冠者五六人童子六七人浴乎沂风乎舞雩咏而归夫子喟然叹曰吾与点也三子者出曾皙后曾皙曰夫三子者之言何如子曰亦各言其志也已矣曰夫子何哂由也曰为国以礼其言不让是故哂之唯求则非邦也与安见方六七十如五六十而非邦也者唯赤非邦也与宗庙会同非诸侯而何赤也为之小孰能为之大
xi: {'27644987': ['外交', '大国之间'], '27626927': ['外交', '大国之间']}
han: {'下诏改乐名乐官(三年八月初卽位)': ['明帝 r. 57-75', '以俟君子']}
tang: {'宣慰湖南制': ['李隆基（元宗皇帝一）', '加之以师'], '宣慰西京官吏敕': ['李亨（肃宗皇帝一）', '之以师旅'], '授李逢吉剑南节度使制': ['李纯（宪宗皇帝一）', '勇且知方'], '虔奉祀事诏': ['李昂（文宗皇帝一）', '宗庙之事']}

Verse 12.1 (index 283)
颜渊问仁子曰克己复礼为仁一日克己复礼天下归仁焉为仁由己而由仁乎哉颜渊曰请问其目子曰非礼勿视非礼勿听非礼勿言非礼勿动颜渊曰回虽不敏请事斯语矣
xi: {}
han: {'报梁王畼诏(五年)': ['和帝 r. 88-106', '一日克己']}
tang: {'纪泰山铭（并序）': ['李隆基（元宗皇帝一）', '天下归仁'], '授乌重允河阳节度使制': ['李纯（宪宗皇帝一）', '为仁由己'], '即位诏': ['李昂（文宗皇帝一）', '克己复礼'], '议立回鹘可汗诏': ['李忱（宣宗皇帝）', '天下归仁'], '郑珏罢相制': ['李亶（后唐明宗一）', '克己复礼']}

Verse 12.2 (index 284)
仲弓问仁子曰出门如见大宾使民如承大祭己所不欲勿施于人在邦无怨在家无怨仲弓曰雍虽不敏请事斯语矣
xi: {'25729647': ['文化', '己所不欲'], '24973220': ['文化', '己所不欲'], '25024391': ['社会', '己所不欲'], '29037658': ['外交', '己所不欲'], '26883908': ['外交', '己所不欲'], '26043313': ['外交', '己所不欲'], '25690823': ['外交', '己所不欲'], '25523548': ['外交', '己所不欲'], '25261696': ['外交', '己所不欲'], '25214109': ['外交', '己所不欲'], '24773108': ['外交', '己所不欲'], '21770184': ['外交', '己所不欲']}
han: {}
tang: {}

Verse 12.5 (index 287)
司马牛忧曰人皆有兄弟我独亡子夏曰商闻之矣死生有命富贵在天君子敬而无失与人恭而有礼四海之内皆兄弟也君子何患乎无兄弟也
xi: {'25729647': ['文化', '四海之内'], '26765899': ['外交', '四海之内']}
han: {'泰山刻石文': ['武帝', '四海之内'], '奏请诸将帅封爵': ['王莽', '四海之内']}
tang: {'缓力役诏': ['李世民（太宗皇帝一）', '四海之内'], '金镜': ['李世民（太宗皇帝一）', '四海之内'], '改元上元赦文': ['李亨（肃宗皇帝一）', '四海之内'], '命诸道入钱备和粜诏': ['李豫（代宗皇帝一）', '四海之内'], '复王承宗官爵制': ['李纯（宪宗皇帝一）', '四海之内'], '授李逢吉同平章事制': ['李恒（穆宗皇帝一）', '四海之内'], '诛杜让能宣示天下诏': ['李煜（昭宗皇帝）', '四海之内']}

Verse 12.6 (index 288)
子张问明子曰浸润之谮肤受之愬不行焉可谓明也已矣浸润之谮肤受之愬不行焉可谓远也已矣
xi: {}
han: {}
tang: {'贬卢怡诏': ['李隆基（元宗皇帝一）', '浸润之谮']}

Verse 12.7 (index 289)
子贡问政子曰足食足兵民信之矣子贡曰必不得已而去于斯三者何先曰去兵子贡曰必不得已而去于斯二者何先曰去食自古皆有死民无信不立
xi: {'25236664': ['外交', '无信不立']}
han: {'诏赐免马宫策(元始五年)': ['元王皇后', '自古皆有']}
tang: {'答有司请讨林邑诏': ['李世民（太宗皇帝一）', '不得已而'], '命群臣辅嗣皇帝诏': ['李隆基（元宗皇帝一）', '自古皆有'], '为李怀光立后诏': ['李适（德宗皇帝一）', '不得已而'], '宣慰两河百姓敕': ['李适（德宗皇帝一）', '不得已而'], '招谕剑南诸州诏': ['李纯（宪宗皇帝一）', '不得已而'], '雨灾减放税钱德音': ['李炎（武宗皇帝一）', '不得已而'], '收复河湟制': ['李忱（宣宗皇帝）', '足食足兵'], '授王铎兼判户部制': ['李儇（僖宗皇帝一）', '足食足兵'], '求言诏': ['李克用（后唐太祖一）', '足食足兵'], '减膳宥罪德音': ['李克用（后唐太祖一）', '不得已而']}

Verse 12.9 (index 291)
哀公问于有若曰年饥用不足如之何有若对曰盍彻乎曰二吾犹不足如之何其彻也对曰百姓足君孰不足百姓不足君孰与足
xi: {}
han: {'赐翟方进册(绥和二年二月) 7 BC': ['成帝', '百姓不足']}
tang: {'减膳诏': ['李治（高宗皇帝一）', '百姓不足'], '赐京城父老敕': ['李治（高宗皇帝一）', '百姓不足'], '缓征诏': ['李隆基（元宗皇帝一）', '百姓不足'], '答张九龄请西幸改期宣付史馆批': ['李隆基（元宗皇帝一）', '百姓不足'], '减租税诏': ['李豫（代宗皇帝一）', '君孰与足'], '放免诸道积欠诏': ['李适（德宗皇帝一）', '百姓不足'], '放免诸道先停放将士资粮德音': ['李适（德宗皇帝一）', '君孰不足'], '赈给京畿百姓制': ['李纯（宪宗皇帝一）', '君孰与足'], '以南蛮用兵特恩优恤制': ['李漼（懿宗皇帝一）', '百姓不足']}

Verse 12.11 (index 293)
齐景公问政于孔子孔子对曰君君臣臣父父子子公曰善哉信如君不君臣不臣父不父子不子虽有粟吾得而食诸
xi: {}
han: {}
tang: {'追谥孔子十哲并升曾子四科诏': ['李隆基（元宗皇帝一）', '君君臣臣'], '赠太尉段秀实纪功碑': ['李适（德宗皇帝一）', '君君臣臣']}

Verse 12.13 (index 295)
子曰听讼吾犹人也必也使无讼乎
xi: {}
han: {}
tang: {'戒县令敕': ['李隆基（元宗皇帝一）', '听讼吾犹']}

Verse 12.15 (index 297)
子曰博学于文约之以礼亦可以弗畔矣夫
xi: {}
han: {}
tang: {'甄叙皇属敕': ['李亨（肃宗皇帝一）', '约之以礼']}

Verse 12.16 (index 298)
子曰君子成人之美不成人之恶小人反是
xi: {}
han: {'以河南尹王梁为济南太守诏(七年)': ['光武帝(一) r. 25-57', '君子成人'], '听东平王苍归籓诏(五年二月)': ['明帝 r. 57-75', '君子成人'], '听刘宪嗣爵诏(十年)': ['和帝 r. 88-106', '成人之美']}
tang: {'赐萧瑀手敕': ['李渊（高祖皇帝一）', '成人之美'], '答韩建让封昌黎郡王诏': ['李煜（昭宗皇帝）', '成人之美']}

Verse 12.17 (index 299)
季康子问政于孔子孔子对曰政者正也子帅以正孰敢不正
xi: {'25729647': ['文化', '政者正也']}
han: {'赐公孙弘子孙当为后者爵诏(元始二年四月)': ['元王皇后', '以正孰敢']}
tang: {}

Verse 12.19 (index 301)
季康子问政于孔子曰如杀无道以就有道何如孔子对曰子为政焉用杀子欲善而民善矣君子之德风小人之德草草上之风必偃
xi: {}
han: {}
tang: {'崇奖王友贞诏': ['李显（中宗皇帝一）', '君子之德']}

Verse 12.20 (index 302)
子张问士何如斯可谓之达矣子曰何哉尔所谓达者子张对曰在邦必闻在家必闻子曰是闻也非达也夫达也者质直而好义察言而观色虑以下人在邦必达在家必达夫闻也者色取仁而行违居之不疑在邦必闻在家必闻
xi: {}
han: {}
tang: {'遣刘晏宣慰诸道诏': ['李豫（代宗皇帝一）', '在邦必闻']}

Verse 12.22 (index 304)
樊迟问仁子曰爱人问知子曰知人樊迟未达子曰举直错诸枉能使枉者直樊迟退见子夏曰乡也吾见于夫子而问子曰举直错诸枉能使枉者直何谓也子夏曰富哉言乎舜有天下选于众举皋陶不仁者远矣汤有天下选于众举伊尹不仁者远矣
xi: {}
han: {}
tang: {'授李愚中书侍郎制': ['李亶（后唐明宗一）', '不仁者远']}

Verse 13.2 (index 308)
仲弓为季氏宰问政子曰先有司赦小过举贤才曰焉知贤才而举之曰举尔所不知人其舍诸
xi: {}
han: {}
tang: {'求言诏': ['李克用（后唐太祖一）', '尔所不知']}

Verse 13.3 (index 309)
子路曰卫君待子而为政子将奚先子曰必也正名乎子路曰有是哉子之迂也奚其正子曰野哉由也君子于其所不知盖阙如也名不正则言不顺言不顺则事不成事不成则礼乐不兴礼乐不兴则刑罚不中刑罚不中则民无所措手足故君子名之必可言也言之必可行也君子于其言无所茍而已矣
xi: {}
han: {'治寃狱诏(鸿嘉元年二月) 20 BC': ['成帝', '刑罚不中'], '大风毁王路堂下书(地皇元年)': ['王莽', '名不正则'], '赦诏(二年三月乙未。袁宏纪》作三月乙酉。)': ['光武帝(一) r. 25-57', '刑罚不中'], '地震擧贤良方正诏(三月己巳)': ['章帝(一) r. 75-88', '刑罚不中'], '纠擧狱吏诏(三月甲寅)': ['章帝(一) r. 75-88', '刑罚不中']}
tang: {'条制番夷事宜诏': ['李隆基（元宗皇帝一）', '刑罚不中'], '遣使宣抚水灾诏': ['李适（德宗皇帝一）', '刑罚不中'], '南郊改元德音': ['李恒（穆宗皇帝一）', '刑罚不中']}

Verse 13.4 (index 310)
樊迟请学稼子曰吾不如老农请学为圃曰吾不如老圃樊迟出子曰小人哉樊须也上好礼则民莫敢不敬上好义则民莫敢不服上好信则民莫敢不用情夫如是则四方之民襁负其子而至矣焉用稼
xi: {}
han: {}
tang: {'立社诏': ['李渊（高祖皇帝一）', '四方之民']}

Verse 13.5 (index 311)
子曰诵诗三百授之以政不达使于四方不能专对虽多亦奚以为
xi: {}
han: {}
tang: {'命崔琳使吐蕃诏': ['李隆基（元宗皇帝一）', '使于四方'], '授大理李卿黔中宣慰使制': ['李煜（昭宗皇帝）', '使于四方']}

Verse 13.7 (index 313)
子曰鲁卫之政兄弟也
xi: {}
han: {}
tang: {'追赠岐王范为惠文太子制': ['李隆基（元宗皇帝一）', '鲁卫之政'], '册立皇太子德音': ['李昂（文宗皇帝一）', '鲁卫之政'], '册魏王佾文': ['李漼（懿宗皇帝一）', '鲁卫之政']}

Verse 13.10 (index 316)
子曰苟有用我者期月而已可也三年有成
xi: {}
han: {}
tang: {'廨宇不得摧毁敕': ['李亶（后唐明宗一）', '三年有成']}

Verse 13.11 (index 317)
子曰善人为邦百年亦可以媵残去杀矣诚哉是言也
xi: {}
han: {}
tang: {'册纪五慎泽州刺史文': ['李治（高宗皇帝一）', '善人为邦'], '答宰臣等请立皇太子手诏': ['李豫（代宗皇帝一）', '诚哉是言'], '改元载初赦文': ['', '曰善人为']}

Verse 13.15 (index 321)
定公问一言而可以兴邦有诸孔子对曰言不可以若是其几也人之言曰为君难为臣不易如知为君之难也不几乎一言而兴邦乎曰一言而丧邦有诸孔子对曰言不可以若是其几也人之言曰予无乐乎为君唯其言而莫予违也如其善而莫之违也不亦善乎如不善而莫之违也不几乎一言而丧邦乎
xi: {}
han: {}
tang: {'九\ue513山卜陵诏': ['李世民（太宗皇帝一）', '不亦善乎'], '答郭子仪等表请宣示俭德诏': ['李亨（肃宗皇帝一）', '为君之难'], '授郑絪中书侍郎平章事制': ['李纯（宪宗皇帝一）', '为君之难'], '崔植刑部尚书制': ['李恒（穆宗皇帝一）', '为君之难'], '试制举人敕': ['李湛（敬宗皇帝）', '一言而兴'], '减进策选数敕': ['李亶（后唐明宗一）', '可以兴邦']}

Verse 13.17 (index 323)
子夏为莒父宰问政子曰无欲速无见小利欲速则不达见小利则大事不成
xi: {'28400179': ['文化', '利欲速则']}
han: {}
tang: {'迁擢宗正少卿崔秀等敕': ['李隆基（元宗皇帝一）', '速则不达']}

Verse 13.18 (index 324)
叶公语孔子曰吾党有直躬者其父攘羊而子证之孔子曰吾党之直者异于是父为子隐子为父隐直在其中矣
xi: {}
han: {'赐东平王太后玺书': ['元帝', '父为子隐'], '报臧宫马武请来匈奴诏(二十七年)': ['光武帝(一) r. 25-57', '孔子曰吾'], '拜邓禹为大司徒策(元年七月辛未)': ['光武帝(一) r. 25-57', '孔子曰吾'], '使诸儒共正经义诏(四年十一月壬戌)': ['章帝(一) r. 75-88', '在其中矣'], '减服御诏(六月己未)': ['和熹邓后', '孔子曰吾']}
tang: {}

Verse 13.19 (index 325)
樊迟问仁子曰居处恭执事敬与人忠虽之夷狄不可弃也
xi: {}
han: {'赐东平王太后玺书': ['元帝', '不可弃也']}
tang: {}

Verse 13.20 (index 326)
